importe_aus_afrika_tsd_chf,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
Bundesamt für Zoll und Grenzsicherheit BAZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"Total 1: OHNE Edelmetalle, Edel- und Schmucksteine, Kunstgegenstände und Antiquitäten",NA,NA,NA,NA,NA,NA,NA,NA,"Total 2: MIT Edelmetallen, Edel- und Schmucksteinen, Kunstgegenständen und Antiquitäten",NA,NA,NA,NA,NA,NA,NA,NA
CPA Section,CPA Devision Code,CPA Devision,Total 1 2016,Total 1 2017,Total 1 2018,Total 1 2019,Total 1 2020,Total 1 2021,Total 1 2022,Total 1 2023,Total 1 2024,Total 2 2016,Total 2 2017,Total 2 2018,Total 2 2019,Total 2 2020,Total 2 2021,Total 2 2022,Total 2 2023,Total 2 2024
A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,80101.923999999999,82356.085000000006,75371.021999999997,71028.240000000005,66533.816000000006,80999.266000000003,79863.107000000004,75666.334000000003,95388.452000000005,80101.923999999999,82356.085000000006,75371.021999999997,71028.240000000005,66533.816000000006,80999.266000000003,79863.107000000004,75666.334000000003,95388.452000000005
A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,109.05800000000001,80.313999999999993,86.052000000000007,51.651000000000003,70.875,88.929000000000002,33.908999999999999,24.34,22.451000000000001,109.05800000000001,80.313999999999993,86.052000000000007,51.651000000000003,70.875,88.929000000000002,33.908999999999999,24.34,22.451000000000001
B,8,Steine und Erden; sonstige Bergbauerzeugnisse,25.286999999999999,12.95,9.6370000000000005,3.0270000000000001,4.4109999999999996,19.145,68.813000000000002,20.638000000000002,150.25200000000001,58.823999999999998,25.178999999999998,22.352,55.414000000000001,24.099,51.572000000000003,190.72800000000001,40.509,179.71799999999999
C,10,Nahrungs- und Futtermittel,10797.728999999999,18429.286,14718.427,14082.078,12734.989,11009.4,15661.078,21313.936000000002,22747.121999999999,10797.728999999999,18429.286,14718.427,14082.078,12734.989,11009.4,15661.078,21313.936000000002,22747.121999999999
C,11,Getränke,3061.2809999999999,2851.9580000000001,3261.9180000000001,3521.3820000000001,4630.7209999999995,5477.2659999999996,4906.7950000000001,3228.57,2979.4450000000002,3061.2809999999999,2851.9580000000001,3261.9180000000001,3521.3820000000001,4630.7209999999995,5477.2659999999996,4906.7950000000001,3228.57,2979.4450000000002
C,13,Textilien,1406.2750000000001,1719.067,1675.653,1082.5550000000001,1984.682,2324.7559999999999,2540.9989999999998,5975.2449999999999,7092.7349999999997,1406.2750000000001,1719.067,1675.653,1082.5550000000001,1984.682,2324.7559999999999,2540.9989999999998,5975.2449999999999,7092.7349999999997
C,14,Bekleidung,48870.218000000001,51552.847000000002,51694.241999999998,51946.326999999997,49729.675999999999,55886.341,61676.824000000001,63601.040999999997,66656.316000000006,48870.218000000001,51552.847000000002,51694.241999999998,51946.326999999997,49729.675999999999,55886.341,61676.824000000001,63601.040999999997,66656.316000000006
C,15,Leder und Lederwaren,3280.8110000000001,3307.5360000000001,3766.4789999999998,2853.0810000000001,2610.0970000000002,2608.0639999999999,2889.4549999999999,2615.0219999999999,2659.4349999999999,3280.8110000000001,3307.5360000000001,3766.4789999999998,2853.0810000000001,2610.0970000000002,2608.0639999999999,2889.4549999999999,2615.0219999999999,2659.4349999999999
C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,227.02500000000001,272.34699999999998,373.63400000000001,295.46100000000001,225.42400000000001,469.47399999999999,244.26900000000001,285.83300000000003,438.76900000000001,227.02500000000001,272.34699999999998,373.63400000000001,295.46100000000001,225.42400000000001,469.47399999999999,244.26900000000001,285.83300000000003,438.76900000000001
C,17,"Papier, Pappe und Waren daraus",52.354999999999997,107.831,29.390999999999998,27.300999999999998,88.804000000000002,81.341999999999999,73.837000000000003,84.593999999999994,55.384999999999998,52.354999999999997,107.831,29.390999999999998,27.300999999999998,88.804000000000002,81.341999999999999,73.837000000000003,84.593999999999994,55.384999999999998
C,20,Chemische Erzeugnisse,2534.44,2789.3870000000002,6664.03,4812.9780000000001,5701.2979999999998,5797.0879999999997,6097.1229999999996,5729.9040000000005,5270.1260000000002,2534.44,2789.3870000000002,6677.55,4812.9780000000001,5701.2979999999998,5797.0879999999997,6097.1229999999996,5729.9040000000005,5270.1260000000002
C,21,Pharmazeutische Erzeugnisse,217.892,0,42.22,43.856000000000002,219.90199999999999,114.703,133.83500000000001,253.16200000000001,383.42599999999999,217.892,0,42.22,43.856000000000002,219.90199999999999,114.703,133.83500000000001,253.16200000000001,383.42599999999999
C,22,Gummi- und Kunststoffwaren,617.73299999999995,822.71400000000006,861.77099999999996,1761.095,1976.7850000000001,10946.991,16463.212,11370.14,12452.441999999999,617.73299999999995,822.71400000000006,861.77099999999996,1761.095,1976.7850000000001,10946.991,16463.212,11370.14,12452.441999999999
C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",515.39700000000005,467.31599999999997,564.24599999999998,561.89800000000002,400.089,626.01199999999994,431.82799999999997,525.41200000000003,448.91,515.39700000000005,467.31599999999997,564.24599999999998,561.89800000000002,400.089,626.01199999999994,431.82799999999997,525.41200000000003,448.91
C,24,Metalle,34315.207000000002,4923.7979999999998,2105.3989999999999,894.32600000000002,247.70699999999999,14956.437,711.18600000000004,636.17200000000003,651.01700000000005,571844.27099999995,327574.36599999998,275097.17800000001,81610.436000000002,1120159.496,364834.48599999998,1267930.666,1400918.5120000001,961234.10499999998
C,25,Metallerzeugnisse,425.34,2085.1660000000002,1230.47,1415.7660000000001,650.25699999999995,1291.528,1562.2180000000001,654.89599999999996,870.17700000000002,425.34,2085.1660000000002,1230.47,1415.7660000000001,650.25699999999995,1291.528,1562.2180000000001,654.89599999999996,870.17700000000002
C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",10994.94,22630.046999999999,19201.38,14905.124,11376.061,5861.6180000000004,11540.897000000001,13898.013999999999,12362.583000000001,10994.94,22630.046999999999,19201.38,14905.124,11376.061,5861.6180000000004,11540.897000000001,13898.013999999999,12362.583000000001
C,27,Elektrische Ausrüstungen,7963.768,7531.7820000000002,9253.7720000000008,8603.9719999999998,12318.938,9910.9269999999997,7572.0140000000001,9630.89,9550.8870000000006,7963.768,7531.7820000000002,9253.7720000000008,8603.9719999999998,12318.938,9910.9269999999997,7572.0140000000001,9630.89,9550.8870000000006
C,28,Maschinen,1786.4369999999999,2093.0120000000002,4924.3090000000002,1690.3430000000001,2361.2330000000002,3227.096,6459.2179999999998,4518.7020000000002,6260.6689999999999,1786.4369999999999,2093.0120000000002,4924.3090000000002,1690.3430000000001,2361.2330000000002,3227.096,6459.2179999999998,4518.7020000000002,6260.6689999999999
C,29,Kraftwagen und Kraftwagenteile,70295.417000000001,79856.350999999995,127469.50900000001,184384.55,141856.85500000001,137857.399,179675.26699999999,202095.76500000001,156463.95600000001,70295.417000000001,79856.350999999995,127469.50900000001,184384.55,141856.85500000001,137857.399,179675.26699999999,202095.76500000001,156463.95600000001
C,30,Sonstige Fahrzeuge,2443.0450000000001,1361.175,683.79700000000003,14024.352000000001,4715.4070000000002,2564.3530000000001,1984.2940000000001,1378,844.57299999999998,2443.0450000000001,1361.175,683.79700000000003,14024.352000000001,4715.4070000000002,2564.3530000000001,1984.2940000000001,1378,844.57299999999998
C,31,Möbel,157.005,215.85599999999999,118.581,129.33799999999999,91.031000000000006,150.518,201.27500000000001,163.27099999999999,149.911,157.005,215.85599999999999,118.581,129.33799999999999,91.031000000000006,150.518,201.27500000000001,163.27099999999999,149.911
C,32,"Waren, a.n.g.",7774.0479999999998,8616.7379999999994,3823.232,2453.0819999999999,2943.0360000000001,2931.95,14027.067999999999,1771.675,1455.3920000000001,16548.117999999999,21117.097000000002,11617.32,10439.535,21725.047999999999,9788.0830000000005,47641.074000000001,8157.3490000000002,10265.545
J,58,Dienstleistungen des Verlagswesens,169.57400000000001,98.825000000000003,37.219000000000001,45.874000000000002,23.768000000000001,37.889000000000003,32.131999999999998,112.04,14.833,169.57400000000001,98.825000000000003,37.219000000000001,45.874000000000002,23.768000000000001,37.889000000000003,32.131999999999998,112.04,14.833
J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",0,0,4.7709999999999999,0,0,0,0,0,0,0,0,4.7709999999999999,0,0,0,0,0,0
R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,0,0,0,0,0,0,0,0,0,70.067999999999998,0,937.72,0,407.18200000000002,0,145.03399999999999,648.33699999999999
R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.23700000000002,3066.3560000000002,2712.0120000000002,1385.068
NA,NA,Verschiedene (weitere) Güterkategorien,16.692,179.852,33.485999999999997,3.0910000000000002,1.9430000000000001,9.7729999999999997,330.78699999999998,273.44,221.3,51.521999999999998,196.42500000000001,112.864,44.960999999999999,160.489,9.7729999999999997,440.51100000000002,273.44,221.3
